date,time,value
2017-02-23,00:00:00Z,0.0
2017-02-23,01:00:00Z,0.0
2017-02-23,02:00:00Z,0.0
2017-02-23,03:00:00Z,0.0
2017-02-23,04:00:00Z,0.0
2017-02-23,05:00:00Z,0.0
2017-02-23,06:00:00Z,0.0
2017-02-23,07:00:00Z,0.0
2017-02-23,08:00:00Z,0.0
2017-02-23,09:00:00Z,0.0
2017-02-23,10:00:00Z,0.5
2017-02-23,11:00:00Z,0.7
2017-02-23,12:00:00Z,1.1
2017-02-23,13:00:00Z,1.9
2017-02-23,14:00:00Z,2.8
2017-02-23,15:00:00Z,1.5
2017-02-23,16:00:00Z,0.9
2017-02-23,17:00:00Z,0.1
2017-02-23,18:00:00Z,0.0
2017-02-23,19:00:00Z,0.0
2017-02-23,20:00:00Z,0.0
2017-02-23,21:00:00Z,0.0
2017-02-23,22:00:00Z,0.0
2017-02-23,23:00:00Z,0.0
