date,time,value
16/9/17,0:00,994.202786933774
16/9/17,0:15,1127.15234997334
16/9/17,0:30,1177.64476677347
16/9/17,0:45,1085.31257165334
16/9/17,1:00,1134.21043455291
16/9/17,1:15,1038.71911731602
16/9/17,1:30,957.129699475403
16/9/17,1:45,862.550604246511
16/9/17,2:00,851.97239184747
16/9/17,2:15,708.582435964505
16/9/17,2:30,637.537767605141
16/9/17,2:45,603.005023728216
16/9/17,3:00,609.188271205165
16/9/17,3:15,629.652502369999
16/9/17,3:30,586.329485944675
16/9/17,3:45,464.688935871077
16/9/17,4:00,569.375322726594
16/9/17,4:15,499.494579740289
16/9/17,4:30,557.568702165439
16/9/17,4:45,485.628043130332
16/9/17,5:00,468.581898638765
16/9/17,5:15,416.295869242923
16/9/17,5:30,475.61412218823
16/9/17,5:45,612.45795430454
16/9/17,6:00,608.782998843653
16/9/17,6:15,452.899595503554
16/9/17,6:30,574.578548529102
16/9/17,6:45,342.847845641321
16/9/17,7:00,372.866086189083
16/9/17,7:15,577.041789315312
16/9/17,7:30,563.831602322451
16/9/17,7:45,690.499347816202
16/9/17,8:00,830.832647038523
16/9/17,8:15,819.372864278955
16/9/17,8:30,897.441471680026
16/9/17,8:45,1060.4187238909
16/9/17,9:00,1116.67090184717
16/9/17,9:15,1439.3585035913
16/9/17,9:30,1547.22301567565
16/9/17,9:45,1619.9292246906
16/9/17,10:00,1639.06577355872
16/9/17,10:15,1800.9367946872
16/9/17,10:30,1966.79277665415
16/9/17,10:45,1703.04739359249
16/9/17,11:00,1775.88804065782
16/9/17,11:15,1798.14661122775
16/9/17,11:30,1883.86410715677
16/9/17,11:45,1744.71325889234
16/9/17,12:00,1703.05656155264
16/9/17,12:15,1749.56820003652
16/9/17,12:30,1766.34662657726
16/9/17,12:45,1681.46498512899
16/9/17,13:00,1592.02774673042
16/9/17,13:15,1602.89798181873
16/9/17,13:30,1697.62980800476
16/9/17,13:45,1646.57274570211
16/9/17,14:00,1547.75319742818
16/9/17,14:15,1501.01257734714
16/9/17,14:30,1388.81754138331
16/9/17,14:45,1528.57389443967
16/9/17,15:00,1400.1608590938
16/9/17,15:15,1332.89609273759
16/9/17,15:30,1374.22206159625
16/9/17,15:45,1559.09743057143
16/9/17,16:00,1660.72144506434
16/9/17,16:15,1493.05121409728
16/9/17,16:30,1505.42707734945
16/9/17,16:45,1402.06991273036
16/9/17,17:00,1483.49910400572
16/9/17,17:15,1485.59092993337
16/9/17,17:30,1582.05009361337
16/9/17,17:45,1621.25130139403
16/9/17,18:00,1504.1748269306
16/9/17,18:15,1458.67936191057
16/9/17,18:30,1475.43102319303
16/9/17,18:45,1401.02284521008
16/9/17,19:00,1654.20234422422
16/9/17,19:15,1461.36742774858
16/9/17,19:30,1580.82953374545
16/9/17,19:45,1631.45987050071
16/9/17,20:00,1654.09383762125
16/9/17,20:15,1736.43680634588
16/9/17,20:30,1702.73023339726
16/9/17,20:45,1585.39148504267
16/9/17,21:00,1715.0144731188
16/9/17,21:15,1579.77886121123
16/9/17,21:30,1605.11843061486
16/9/17,21:45,1652.97898325221
16/9/17,22:00,1517.054557098
16/9/17,22:15,1456.06530245002
16/9/17,22:30,1382.30308801084
16/9/17,22:45,1417.30674348611
16/9/17,23:00,1407.39205696841
16/9/17,23:15,1406.26561413174
16/9/17,23:30,1252.43278996787
16/9/17,23:45,1109.48725452384
