date,time,value
27/12/17,0:00,1296.86328350644
27/12/17,0:15,1229.22638923713
27/12/17,0:30,1096.2226497042
27/12/17,0:45,1171.84883713558
27/12/17,1:00,1187.31662593932
27/12/17,1:15,1215.31150999057
27/12/17,1:30,1206.10391805872
27/12/17,1:45,1038.606165568
27/12/17,2:00,775.592072738613
27/12/17,2:15,695.332676451738
27/12/17,2:30,690.133594545308
27/12/17,2:45,707.224261858404
27/12/17,3:00,588.221190788375
27/12/17,3:15,450.189234522936
27/12/17,3:30,489.429076299448
27/12/17,3:45,327.385909486148
27/12/17,4:00,459.58017329259
27/12/17,4:15,632.563594151566
27/12/17,4:30,526.369774718239
27/12/17,4:45,466.980175667877
27/12/17,5:00,524.025726834925
27/12/17,5:15,424.17594063989
27/12/17,5:30,364.030175555837
27/12/17,5:45,452.617197586816
27/12/17,6:00,533.793676687987
27/12/17,6:15,489.134256077857
27/12/17,6:30,511.334029499853
27/12/17,6:45,554.980529232545
27/12/17,7:00,619.111752460618
27/12/17,7:15,749.266460733614
27/12/17,7:30,733.249169661742
27/12/17,7:45,835.040798799365
27/12/17,8:00,874.430502801986
27/12/17,8:15,1021.54776195165
27/12/17,8:30,1166.53146369858
27/12/17,8:45,1154.3891609274
27/12/17,9:00,1325.11994724479
27/12/17,9:15,1367.73366626844
27/12/17,9:30,1571.06443853122
27/12/17,9:45,1765.17164172351
27/12/17,10:00,1800.09660833472
27/12/17,10:15,1917.07679619273
27/12/17,10:30,2057.84297151353
27/12/17,10:45,1807.94385107739
27/12/17,11:00,1700.42315293572
27/12/17,11:15,1626.04708156802
27/12/17,11:30,1639.41121610221
27/12/17,11:45,1676.74185438602
27/12/17,12:00,1707.29614001124
27/12/17,12:15,1559.49174521876
27/12/17,12:30,1608.20856148734
27/12/17,12:45,1585.40902322333
27/12/17,13:00,1536.09694175613
27/12/17,13:15,1618.18464217846
27/12/17,13:30,1670.80220429475
27/12/17,13:45,1438.14786154069
27/12/17,14:00,1433.43240167954
27/12/17,14:15,1378.37055554518
27/12/17,14:30,1349.48316472285
27/12/17,14:45,1314.49627075571
27/12/17,15:00,1436.48313646102
27/12/17,15:15,1417.79217231653
27/12/17,15:30,1289.26336888523
27/12/17,15:45,1286.10708675026
27/12/17,16:00,1246.1795667136
27/12/17,16:15,1291.02601332846
27/12/17,16:30,1268.55152607915
27/12/17,16:45,1338.27111920286
27/12/17,17:00,1549.19426943787
27/12/17,17:15,1596.97491978624
27/12/17,17:30,1506.76661793815
27/12/17,17:45,1569.47675599167
27/12/17,18:00,1585.25008567177
27/12/17,18:15,1622.77356996147
27/12/17,18:30,1661.88808732882
27/12/17,18:45,1756.84597921204
27/12/17,19:00,1571.45372159247
27/12/17,19:15,1570.07826118703
27/12/17,19:30,1552.50569850878
27/12/17,19:45,1607.15567144385
27/12/17,20:00,1568.99624861558
27/12/17,20:15,1754.86594314662
27/12/17,20:30,1737.88481957852
27/12/17,20:45,1650.75505835318
27/12/17,21:00,1607.47973254458
27/12/17,21:15,1615.88646581747
27/12/17,21:30,1551.32381555498
27/12/17,21:45,1478.60337984103
27/12/17,22:00,1584.28637255678
27/12/17,22:15,1512.11593324634
27/12/17,22:30,1405.2303507106
27/12/17,22:45,1377.49627170776
27/12/17,23:00,1393.57710257712
27/12/17,23:15,1394.28979022847
27/12/17,23:30,1396.47306226405
27/12/17,23:45,1277.2254498763
