date,time,value
14/5/17,0:00,955.226498036619
14/5/17,0:15,1044.15873887803
14/5/17,0:30,1044.36561129352
14/5/17,0:45,953.78430517052
14/5/17,1:00,954.306861864456
14/5/17,1:15,883.019269315579
14/5/17,1:30,815.282064615572
14/5/17,1:45,674.725423011048
14/5/17,2:00,670.594008587311
14/5/17,2:15,649.410245483892
14/5/17,2:30,386.182085477974
14/5/17,2:45,516.997480476241
14/5/17,3:00,543.795985252054
14/5/17,3:15,513.109589845853
14/5/17,3:30,574.714612927772
14/5/17,3:45,606.967457354738
14/5/17,4:00,479.320842265232
14/5/17,4:15,289.694572910827
14/5/17,4:30,308.59342742803
14/5/17,4:45,304.907971512569
14/5/17,5:00,291.809478434187
14/5/17,5:15,230.818573047322
14/5/17,5:30,336.781724496127
14/5/17,5:45,239.237464434043
14/5/17,6:00,270.31293970673
14/5/17,6:15,462.983585479907
14/5/17,6:30,390.86535515498
14/5/17,6:45,263.670143999414
14/5/17,7:00,292.896546631733
14/5/17,7:15,377.110679645973
14/5/17,7:30,515.274997123511
14/5/17,7:45,433.806403468117
14/5/17,8:00,645.782372476174
14/5/17,8:15,565.769638638184
14/5/17,8:30,679.062381184123
14/5/17,8:45,939.754900727617
14/5/17,9:00,1108.65686661523
14/5/17,9:15,1301.88473877677
14/5/17,9:30,1304.2783264254
14/5/17,9:45,1384.38167498633
14/5/17,10:00,1533.29924015501
14/5/17,10:15,1643.75353842926
14/5/17,10:30,1798.00208499121
14/5/17,10:45,1928.87385535288
14/5/17,11:00,1798.68705301099
14/5/17,11:15,1803.92525708376
14/5/17,11:30,1813.02409642367
14/5/17,11:45,1853.89802668812
14/5/17,12:00,1937.48649538861
14/5/17,12:15,1821.48776222891
14/5/17,12:30,1782.12110364227
14/5/17,12:45,1828.27878256043
14/5/17,13:00,1731.41654004951
14/5/17,13:15,1755.06254766391
14/5/17,13:30,1908.58295210708
14/5/17,13:45,1915.36409677119
14/5/17,14:00,1807.09327080535
14/5/17,14:15,1722.74324287709
14/5/17,14:30,1637.28756786432
14/5/17,14:45,1527.63152280684
14/5/17,15:00,1594.48859120837
14/5/17,15:15,1435.43665705247
14/5/17,15:30,1218.02958567861
14/5/17,15:45,1208.01158661117
14/5/17,16:00,1137.04321900701
14/5/17,16:15,1164.32786695392
14/5/17,16:30,1342.66894503242
14/5/17,16:45,1353.44734762042
14/5/17,17:00,1435.44902979899
14/5/17,17:15,1525.57181691762
14/5/17,17:30,1679.5309028067
14/5/17,17:45,1825.56420768454
14/5/17,18:00,1832.3570484068
14/5/17,18:15,1693.64342255932
14/5/17,18:30,1667.13082771335
14/5/17,18:45,1928.29724003419
14/5/17,19:00,1913.52655976745
14/5/17,19:15,1683.97383755718
14/5/17,19:30,1671.69167910815
14/5/17,19:45,1628.99245159238
14/5/17,20:00,1689.58780564908
14/5/17,20:15,1659.20330910099
14/5/17,20:30,1713.376985941
14/5/17,20:45,1685.52212897304
14/5/17,21:00,1681.25438096675
14/5/17,21:15,1606.93026824555
14/5/17,21:30,1548.79030817814
14/5/17,21:45,1595.77535687294
14/5/17,22:00,1522.37883334275
14/5/17,22:15,1480.67448593361
14/5/17,22:30,1476.74399467217
14/5/17,22:45,1467.57283680772
14/5/17,23:00,1409.77572825525
14/5/17,23:15,1380.1082173198
14/5/17,23:30,1266.76338038861
14/5/17,23:45,1134.54915699029
