date,time,value
9/1/17,0:00,1033.07238768413
9/1/17,0:15,985.663581850333
9/1/17,0:30,930.062215481663
9/1/17,0:45,834.301408136303
9/1/17,1:00,707.286884178592
9/1/17,1:15,679.692586917489
9/1/17,1:30,642.841161538483
9/1/17,1:45,641.586403130755
9/1/17,2:00,616.531820548971
9/1/17,2:15,428.891601233974
9/1/17,2:30,370.892650966259
9/1/17,2:45,325.347645144285
9/1/17,3:00,274.625585695973
9/1/17,3:15,363.74032228883
9/1/17,3:30,544.815523783141
9/1/17,3:45,408.001515597853
9/1/17,4:00,263.548016040053
9/1/17,4:15,415.469408032517
9/1/17,4:30,559.616818217596
9/1/17,4:45,255.007570945194
9/1/17,5:00,274.150088591873
9/1/17,5:15,352.210326752159
9/1/17,5:30,223.914800091701
9/1/17,5:45,350.806106037871
9/1/17,6:00,489.532651258136
9/1/17,6:15,527.270644047875
9/1/17,6:30,304.06230977797
9/1/17,6:45,426.802734619384
9/1/17,7:00,724.470114235778
9/1/17,7:15,880.256853379705
9/1/17,7:30,1150.33517204695
9/1/17,7:45,1070.10056353769
9/1/17,8:00,1136.98888375077
9/1/17,8:15,1322.39725834478
9/1/17,8:30,1569.45769031834
9/1/17,8:45,1728.97464309516
9/1/17,9:00,1703.20998251515
9/1/17,9:15,1542.82864410865
9/1/17,9:30,1416.30615657611
9/1/17,9:45,1457.01769410476
9/1/17,10:00,1625.66297315185
9/1/17,10:15,1467.3470461569
9/1/17,10:30,1680.9418204627
9/1/17,10:45,1569.40183520209
9/1/17,11:00,1425.57766967818
9/1/17,11:15,1449.13329931114
9/1/17,11:30,1401.85258237229
9/1/17,11:45,1412.58823930008
9/1/17,12:00,1409.05899447108
9/1/17,12:15,1504.45779538021
9/1/17,12:30,1300.05878882144
9/1/17,12:45,1233.18022179831
9/1/17,13:00,1392.85250593755
9/1/17,13:15,1390.47348996963
9/1/17,13:30,1175.51875340913
9/1/17,13:45,1206.14682873366
9/1/17,14:00,1270.59304923399
9/1/17,14:15,1430.38241589199
9/1/17,14:30,1373.9104832353
9/1/17,14:45,1531.73431496705
9/1/17,15:00,1557.96133535617
9/1/17,15:15,1625.0048443767
9/1/17,15:30,1654.78872406508
9/1/17,15:45,1552.1924855841
9/1/17,16:00,1455.84828562624
9/1/17,16:15,1531.42995412424
9/1/17,16:30,1561.3913100994
9/1/17,16:45,1588.11445039831
9/1/17,17:00,1686.29791294943
9/1/17,17:15,1779.86121553522
9/1/17,17:30,1654.19878933317
9/1/17,17:45,1577.45667136559
9/1/17,18:00,1480.38569152293
9/1/17,18:15,1525.52278883654
9/1/17,18:30,1298.48156607644
9/1/17,18:45,1253.75572536024
9/1/17,19:00,1460.09873533419
9/1/17,19:15,1464.77514448476
9/1/17,19:30,1623.61012437301
9/1/17,19:45,1820.73394872522
9/1/17,20:00,1846.30498753676
9/1/17,20:15,1892.89544712675
9/1/17,20:30,1891.34563534413
9/1/17,20:45,1799.83719113415
9/1/17,21:00,1901.44787789437
9/1/17,21:15,1839.08342368584
9/1/17,21:30,1596.79648434246
9/1/17,21:45,1510.64763440549
9/1/17,22:00,1533.20366881345
9/1/17,22:15,1407.67413311849
9/1/17,22:30,1256.60024700134
9/1/17,22:45,1289.20086617376
9/1/17,23:00,1453.40926524682
9/1/17,23:15,1342.87625045647
9/1/17,23:30,1423.86939448069
9/1/17,23:45,1408.38372512055
