date,time,value
17/12/17,0:00,1261.96414018102
17/12/17,0:15,1324.56600298444
17/12/17,0:30,1346.98019281525
17/12/17,0:45,1292.64888805866
17/12/17,1:00,1205.36513771922
17/12/17,1:15,1084.97677814249
17/12/17,1:30,1224.9892213108
17/12/17,1:45,1134.05618855516
17/12/17,2:00,914.761296704879
17/12/17,2:15,849.156569306948
17/12/17,2:30,798.661904290362
17/12/17,2:45,805.117970222992
17/12/17,3:00,762.230798017083
17/12/17,3:15,676.168469843208
17/12/17,3:30,626.716353334011
17/12/17,3:45,624.698787546345
17/12/17,4:00,662.836485642713
17/12/17,4:15,799.555076839735
17/12/17,4:30,876.10993645932
17/12/17,4:45,760.083808224977
17/12/17,5:00,543.848757936216
17/12/17,5:15,559.244205901268
17/12/17,5:30,611.875741837824
17/12/17,5:45,590.988785276816
17/12/17,6:00,419.081641717234
17/12/17,6:15,552.568311508073
17/12/17,6:30,677.787760324946
17/12/17,6:45,514.681116054182
17/12/17,7:00,515.306604112883
17/12/17,7:15,439.505682494693
17/12/17,7:30,554.376838837258
17/12/17,7:45,678.095829617115
17/12/17,8:00,916.993262550416
17/12/17,8:15,638.465112008409
17/12/17,8:30,748.226860606282
17/12/17,8:45,975.793856962927
17/12/17,9:00,928.740149389184
17/12/17,9:15,1069.9858534965
17/12/17,9:30,1283.53565543764
17/12/17,9:45,1531.57565495695
17/12/17,10:00,1485.4005161294
17/12/17,10:15,1686.07347202478
17/12/17,10:30,1736.9263342461
17/12/17,10:45,1974.23318148827
17/12/17,11:00,2090.17455834281
17/12/17,11:15,2094.97946871065
17/12/17,11:30,2055.05686037778
17/12/17,11:45,2054.03062745318
17/12/17,12:00,2129.89074941055
17/12/17,12:15,2194.52815000492
17/12/17,12:30,2246.39156382342
17/12/17,12:45,2076.00946186941
17/12/17,13:00,2129.84301957642
17/12/17,13:15,2045.74126373651
17/12/17,13:30,2170.32651138651
17/12/17,13:45,2179.58992554785
17/12/17,14:00,2017.81341119478
17/12/17,14:15,1962.78232497918
17/12/17,14:30,1858.50371085735
17/12/17,14:45,1814.4011523064
17/12/17,15:00,1707.76504070648
17/12/17,15:15,1850.18735112159
17/12/17,15:30,1856.77855632311
17/12/17,15:45,1855.43883959729
17/12/17,16:00,1786.91571003148
17/12/17,16:15,1715.77268190982
17/12/17,16:30,1799.46628244167
17/12/17,16:45,1747.1447984795
17/12/17,17:00,1556.61067121982
17/12/17,17:15,1434.92105961114
17/12/17,17:30,1383.00653891958
17/12/17,17:45,1431.17509575319
17/12/17,18:00,1640.73745714094
17/12/17,18:15,1708.77569579035
17/12/17,18:30,1612.86622720825
17/12/17,18:45,1488.69797049091
17/12/17,19:00,1413.59070914396
17/12/17,19:15,1357.83491891982
17/12/17,19:30,1432.84258406803
17/12/17,19:45,1483.44907480784
17/12/17,20:00,1375.16716974204
17/12/17,20:15,1332.02706126967
17/12/17,20:30,1160.52486967133
17/12/17,20:45,1213.7247998589
17/12/17,21:00,1321.44578118263
17/12/17,21:15,1303.76203185355
17/12/17,21:30,1105.59252764753
17/12/17,21:45,1091.85687551293
17/12/17,22:00,1032.43226020696
17/12/17,22:15,1171.25075366282
17/12/17,22:30,1440.16918707189
17/12/17,22:45,1426.42093294014
17/12/17,23:00,1216.44219740132
17/12/17,23:15,1133.74283286472
17/12/17,23:30,1169.88970226505
17/12/17,23:45,1219.45432577599
