date,time,value
5/10/17,0:00,1585.0912356466
5/10/17,0:15,1387.8281293661
5/10/17,0:30,1320.55427599354
5/10/17,0:45,1096.0650305961
5/10/17,1:00,869.821213240437
5/10/17,1:15,663.744706322388
5/10/17,1:30,735.576792448001
5/10/17,1:45,653.666727889836
5/10/17,2:00,497.997685150115
5/10/17,2:15,594.353617373928
5/10/17,2:30,489.477288623941
5/10/17,2:45,552.614709569479
5/10/17,3:00,479.117666531271
5/10/17,3:15,426.526737022945
5/10/17,3:30,425.465473155209
5/10/17,3:45,471.200401928353
5/10/17,4:00,392.333510700086
5/10/17,4:15,382.985630921073
5/10/17,4:30,562.062032337992
5/10/17,4:45,491.731485625488
5/10/17,5:00,193.764037226903
5/10/17,5:15,309.759650650355
5/10/17,5:30,352.077030813832
5/10/17,5:45,309.314468957536
5/10/17,6:00,397.651453126417
5/10/17,6:15,432.347624830214
5/10/17,6:30,659.07651255053
5/10/17,6:45,881.072044240417
5/10/17,7:00,1115.95652013143
5/10/17,7:15,1444.0669711756
5/10/17,7:30,1803.50689141098
5/10/17,7:45,2437.04848146557
5/10/17,8:00,2704.90825771816
5/10/17,8:15,2953.69186258128
5/10/17,8:30,3030.46449296973
5/10/17,8:45,3145.37002129532
5/10/17,9:00,3121.2007966134
5/10/17,9:15,3140.94906470663
5/10/17,9:30,3147.32750493003
5/10/17,9:45,3201.0769333941
5/10/17,10:00,3276.60118977509
5/10/17,10:15,3224.28229471031
5/10/17,10:30,3253.74750494148
5/10/17,10:45,3379.32736931573
5/10/17,11:00,3289.36737940732
5/10/17,11:15,3285.94176290417
5/10/17,11:30,3240.06234940386
5/10/17,11:45,3230.7984834182
5/10/17,12:00,3193.25637427609
5/10/17,12:15,3241.26179494572
5/10/17,12:30,3227.4808943399
5/10/17,12:45,3304.08648101675
5/10/17,13:00,3372.22387130649
5/10/17,13:15,3397.64703021316
5/10/17,13:30,3319.04413344448
5/10/17,13:45,3333.50722117212
5/10/17,14:00,3172.47840102011
5/10/17,14:15,3199.67211064692
5/10/17,14:30,3061.77494364924
5/10/17,14:45,3096.76545329356
5/10/17,15:00,2943.96198395543
5/10/17,15:15,2977.88463149312
5/10/17,15:30,2834.96605832474
5/10/17,15:45,2774.87000859441
5/10/17,16:00,2809.71395211117
5/10/17,16:15,2814.73261795968
5/10/17,16:30,2861.81660545016
5/10/17,16:45,2857.74651442984
5/10/17,17:00,2919.16100909736
5/10/17,17:15,2941.63096765754
5/10/17,17:30,2933.01601467138
5/10/17,17:45,2855.04682124307
5/10/17,18:00,2842.24842131315
5/10/17,18:15,2815.42198108887
5/10/17,18:30,2795.02614684364
5/10/17,18:45,2459.20723901169
5/10/17,19:00,2609.5306142901
5/10/17,19:15,2501.29958856059
5/10/17,19:30,2248.61925998014
5/10/17,19:45,2148.42865970597
5/10/17,20:00,2022.99329628997
5/10/17,20:15,2072.88603131575
5/10/17,20:30,2168.00418344834
5/10/17,20:45,2180.08231214616
5/10/17,21:00,2148.06039064621
5/10/17,21:15,2202.67079315811
5/10/17,21:30,2118.6152721754
5/10/17,21:45,1999.7844128324
5/10/17,22:00,1909.81234824765
5/10/17,22:15,1910.43242971018
5/10/17,22:30,1866.93305492929
5/10/17,22:45,1888.92116189054
5/10/17,23:00,1809.65825648195
5/10/17,23:15,1873.22698075727
5/10/17,23:30,1766.47998203506
5/10/17,23:45,1580.87519096057
