date,time,value
2017-12-08,00:00:00Z,0.3
2017-12-08,01:00:00Z,1.5
2017-12-08,02:00:00Z,0.5
2017-12-08,03:00:00Z,0.1
2017-12-08,04:00:00Z,0.0
2017-12-08,05:00:00Z,0.0
2017-12-08,06:00:00Z,0.0
2017-12-08,07:00:00Z,0.0
2017-12-08,08:00:00Z,0.0
2017-12-08,09:00:00Z,0.0
2017-12-08,10:00:00Z,0.0
2017-12-08,11:00:00Z,0.0
2017-12-08,12:00:00Z,0.0
2017-12-08,13:00:00Z,0.0
2017-12-08,14:00:00Z,0.0
2017-12-08,15:00:00Z,0.0
2017-12-08,16:00:00Z,0.0
2017-12-08,17:00:00Z,0.7
2017-12-08,18:00:00Z,0.0
2017-12-08,19:00:00Z,0.0
2017-12-08,20:00:00Z,0.2
2017-12-08,21:00:00Z,0.0
2017-12-08,22:00:00Z,0.0
2017-12-08,23:00:00Z,0.0
