date,time,value
2017-06-29,00:00:00Z,0.0
2017-06-29,01:00:00Z,0.0
2017-06-29,02:00:00Z,0.0
2017-06-29,03:00:00Z,0.0
2017-06-29,04:00:00Z,0.0
2017-06-29,05:00:00Z,0.0
2017-06-29,06:00:00Z,0.0
2017-06-29,07:00:00Z,0.0
2017-06-29,08:00:00Z,0.0
2017-06-29,09:00:00Z,0.0
2017-06-29,10:00:00Z,3.2
2017-06-29,11:00:00Z,12.1
2017-06-29,12:00:00Z,4.9
2017-06-29,13:00:00Z,3.2
2017-06-29,14:00:00Z,2.2
2017-06-29,15:00:00Z,0.9
2017-06-29,16:00:00Z,15.5
2017-06-29,17:00:00Z,25.9
2017-06-29,18:00:00Z,10.8
2017-06-29,19:00:00Z,9.3
2017-06-29,20:00:00Z,8.3
2017-06-29,21:00:00Z,2.5
2017-06-29,22:00:00Z,2.1
2017-06-29,23:00:00Z,3.0
